brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,HP,engine_size,n_cylinders
Volvo,XC90 T6 Momentum,2018,81200.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,28825.0,316.0,2.0,4.0
Lamborghini,Huracan EVO Base,2020,6246.0,Gasoline,5.2L V10 40V GDI DOHC,Automatic,Nero Noctis,Nero Ade,,Yes,267950.0,,5.2,10.0
Jeep,Wrangler Unlimited Rubicon,2017,20172.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Dual Clutch,Gray,Black,,Yes,47500.0,285.0,3.6,6.0
Hummer,H2 Base,2005,145000.0,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,,Yes,22500.0,325.0,6.0,8.0
Ford,Flex Limited,2009,162000.0,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,7500.0,262.0,3.5,6.0
Porsche,718 Cayman GT4,2020,13554.0,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,,Yes,124995.0,414.0,4.0,6.0
Toyota,Camry XLE,2007,59700.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,,Yes,9500.0,268.0,3.5,6.0
Mercedes-Benz,A-Class A 220 4MATIC,2020,30930.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Black,,,28900.0,,2.0,
Bmw,335 i,2009,51983.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Gray,White,,Yes,19999.0,300.0,3.0,6.0
Chevrolet,Camaro 2SS,2022,22000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,,Yes,50000.0,455.0,6.2,8.0
Volkswagen,ID.4 Pro S,2023,16800.0,,295.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,,Yes,45000.0,295.0,,
Chevrolet,Silverado 2500 High Country,2022,16000.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,73995.0,445.0,6.6,8.0
Nissan,Altima 2.5 SV,2020,22295.0,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Scarlet Ember,Gray,,,23599.0,,2.5,
Bentley,Continental GT V8,2020,33000.0,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,,Yes,188500.0,542.0,4.0,8.0
Toyota,Sequoia Platinum,2023,1025.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,Black,,Yes,85000.0,437.0,3.4,6.0
Acura,TL Technology,2013,89190.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,White,At least 1 accident or damage reported,Yes,15499.0,305.0,3.7,6.0
Toyota,Highlander Limited,2020,53550.0,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Blue,Gray,,Yes,39687.0,,3.5,6.0
Ford,Edge SEL,2021,56946.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Silver,Ebony,,Yes,26299.0,,2.0,
Jaguar,F-TYPE R,2016,11684.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,54900.0,550.0,5.0,8.0
Gmc,Yukon XL Denali,2018,45617.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,,Yes,51000.0,420.0,6.2,8.0
Chevrolet,Suburban LT,2018,75466.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,34500.0,355.0,5.3,8.0
Maserati,Levante GTS,2021,19513.0,Gasoline,3.8L V8 32V GDI DOHC Twin Turbo,Automatic,Black,Red / Black,At least 1 accident or damage reported,Yes,84645.0,,3.8,8.0
Subaru,Outback Limited,2021,15636.0,Gasoline,2.5L H4 16V GDI DOHC,Automatic,Crystal Black Silica,Black,,,33531.0,,2.5,
Mercedes-Benz,S-Class S 450,2018,69600.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,40888.0,362.0,3.0,6.0
Mercedes-Benz,GL-Class GL 450,2011,138050.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,,Yes,16500.0,335.0,4.7,8.0
Ford,F-250 Lariat,2017,132269.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,,Yes,35900.0,385.0,6.2,8.0
Hyundai,Palisade Limited,2020,45815.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Dual Clutch,Silver,Black,,Yes,37700.0,291.0,3.8,6.0
Ford,F-150 XLT,2021,25352.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Black,,Yes,48459.0,,3.5,6.0
Mercedes-Benz,R-Class R 350 4MATIC,2008,120000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,8995.0,268.0,3.5,6.0
Chevrolet,Camaro 2SS,2018,75151.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,At least 1 accident or damage reported,Yes,45000.0,455.0,6.2,8.0
Jeep,Wrangler Sport,2016,74139.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,,Yes,23000.0,285.0,3.6,6.0
Chevrolet,1500 Cheyenne,1994,170443.0,,–,Automatic,Red,–,At least 1 accident or damage reported,Yes,6000.0,,,
Jaguar,XJ6 Vanden Plas,1995,70000.0,,–,Automatic,Gold,–,,Yes,19000.0,,,
Bmw,550 i xDrive,2012,68500.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Black,Black,,Yes,17800.0,400.0,4.4,8.0
Lexus,GX 460 Luxury,2020,37366.0,Gasoline,4.6L V8 32V MPFI DOHC,Automatic,White,–,,,51890.0,,4.6,8.0
Tesla,Model S Long Range,2021,35315.0,,670.0HP Electric Motor Electric Fuel System,Automatic,White,Black,,Yes,66900.0,670.0,,
Volkswagen,Jetta 1.4T SE,2017,61000.0,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,15995.0,150.0,1.4,4.0
Jeep,Grand Cherokee Limited,2022,12050.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Global Black,,,41599.0,,3.6,6.0
Jaguar,XK8 Base,2001,150000.0,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,White,At least 1 accident or damage reported,Yes,9875.0,290.0,4.0,8.0
Porsche,Macan S,2016,46200.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Clutch,Gray,Gray,At least 1 accident or damage reported,Yes,41500.0,340.0,3.0,6.0
Mercedes-Benz,E-Class E 350,2014,88000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,15500.0,302.0,3.5,6.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,47000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,30089.0,362.0,3.0,6.0
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,47000.0,380.0,3.0,6.0
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,13999.0,268.0,3.5,6.0
Dodge,Dakota Sport,2002,150000.0,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Gray,At least 1 accident or damage reported,Yes,5500.0,175.0,3.9,6.0
Chevrolet,Camaro ZL1,2018,13500.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,Yes,54000.0,650.0,6.2,8.0
Hummer,H3 Base,2007,101750.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,12900.0,242.0,3.7,5.0
Honda,Odyssey EX-L,2022,18385.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,,Yes,37950.0,280.0,3.5,6.0
Nissan,350Z Touring,2008,123500.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,13500.0,306.0,3.5,6.0
Gmc,Savana 2500 Work Van,2017,117000.0,E85 Flex Fuel,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Silver,,Yes,38000.0,342.0,6.0,8.0
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,13600.0,268.0,3.5,6.0
Lexus,GX 460 Premium,2020,22466.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,45900.0,301.0,4.6,8.0
Nissan,Titan XD SV,2017,80000.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,23800.0,390.0,5.6,8.0
Chrysler,300 Touring,2020,23152.0,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,,Yes,28250.0,292.0,3.6,6.0
Dodge,Charger R/T,2006,91300.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Yellow,–,,Yes,9200.0,350.0,5.7,8.0
Nissan,Pathfinder SL,2020,45000.0,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,Black,Black,,Yes,28999.0,284.0,3.5,6.0
Rivian,R1S Launch Edition,2023,1885.0,,835.0HP Electric Motor Electric Fuel System,Automatic,Green,White,,Yes,93500.0,835.0,,
Ford,Explorer Platinum,2018,73049.0,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,Automatic,Gray,Ebony Black,At least 1 accident or damage reported,Yes,30510.0,,3.5,6.0
Nissan,Titan SV,2021,7250.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,38000.0,400.0,5.6,8.0
Jaguar,E-PACE S,2019,44000.0,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,29000.0,246.0,2.0,4.0
Ford,F-150 FX4,2014,85500.0,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Black,Black,,Yes,26900.0,411.0,6.2,8.0
Gmc,Acadia Denali,2021,18083.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Ebony Twilight Metallic,Jet Black,,Yes,43999.0,,3.6,6.0
Lamborghini,Murcielago Base,2005,22703.0,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,Manual,Black,Black,,Yes,220000.0,571.0,6.2,12.0
Chevrolet,Camaro 1LT,2011,111000.0,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,,Yes,10900.0,312.0,3.6,6.0
Gmc,Acadia SLT-2,2013,115000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,,Yes,14000.0,288.0,3.6,6.0
Chevrolet,Malibu Premier,2021,33400.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,28000.0,250.0,2.0,4.0
Toyota,Sequoia SR5,2007,136000.0,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,,Yes,12500.0,273.0,4.7,8.0
Lexus,IS 350 F Sport,2021,26800.0,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,,Yes,44000.0,311.0,3.5,6.0
Tesla,Model Y Performance,2022,30000.0,,455.0HP Electric Motor Electric Fuel System,Automatic,White,White,,Yes,51999.0,455.0,,
Dodge,Challenger SRT8,2008,251634.0,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,10500.0,425.0,6.1,8.0
Chrysler,300 Touring,2005,119000.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,,Yes,3500.0,250.0,3.5,6.0
Cadillac,Escalade Sport Platinum,2021,28121.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,Black Raven,Jet Black,,,89000.0,,6.2,8.0
Chrysler,Town & Country Touring,2009,111000.0,Gasoline,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,,Yes,7900.0,197.0,3.8,6.0
Mazda,CX-5 Touring,2016,116500.0,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Blue Reflex Mica,Black,,Yes,14311.0,,2.5,
Acura,TL 3.2,2005,199296.0,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,,Yes,4900.0,270.0,3.2,6.0
Chevrolet,Corvette Z06 w/2LZ,2023,202.0,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Red,,Yes,179000.0,670.0,5.5,8.0
Tesla,Model Y Performance,2021,11200.0,,455.0HP Electric Motor Electric Fuel System,Automatic,White,Black,,Yes,47500.0,455.0,,
Volvo,XC40 T5 Momentum,2020,56536.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,White,Charcoal,,,26599.0,,2.0,
Chevrolet,Camaro 2SS,2016,49600.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,,Yes,32500.0,455.0,6.2,8.0
Acura,TLX Type S PMC Edition,2023,13600.0,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,,Yes,65000.0,355.0,3.0,6.0
Volkswagen,Eos 2.0T,2007,59700.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,,Yes,10000.0,200.0,2.0,4.0
Dodge,Charger R/T Scat Pack,2018,19000.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Purple,Gray,,Yes,44888.0,485.0,6.4,8.0
Chevrolet,Corvette Z06,2002,17300.0,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,,Yes,33999.0,405.0,5.7,8.0
Mercedes-Benz,CLA-Class CLA 250,2014,91140.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,13500.0,208.0,2.0,4.0
Bmw,M5 Base,2015,33000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,65000.0,560.0,4.4,8.0
Jeep,Wrangler Unlimited Sport,2019,52775.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,39799.0,285.0,3.6,6.0
Mitsubishi,Lancer Sportback ES,2011,113000.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,,Yes,5800.0,148.0,2.0,4.0
Porsche,Macan Base,2022,13000.0,Gasoline,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,,Yes,60000.0,261.0,2.0,4.0
Mercedes-Benz,CLK-Class CLK 350,2009,77925.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Dual Clutch,Silver,Black,,Yes,16500.0,268.0,3.5,6.0
Dodge,Challenger SRT8,2011,106500.0,,–,Automatic,White,White,At least 1 accident or damage reported,Yes,22500.0,,,
Mazda,Mazda3 Grand Touring,2018,15175.0,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Snowflake White Pearl Metallic,Parchment,At least 1 accident or damage reported,,19212.0,,2.5,
Audi,A3 2.0T Premium,2017,137000.0,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,,Yes,10995.0,186.0,2.0,4.0
Bmw,528 i,2015,111000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,–,At least 1 accident or damage reported,Yes,15000.0,240.0,2.0,4.0
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Clutch,Black,Black,,Yes,62425.0,380.0,3.0,6.0
Audi,S5 3.0T Prestige,2018,44000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,39000.0,354.0,3.0,6.0
Porsche,718 Boxster Base,2017,26000.0,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,45500.0,300.0,2.0,4.0
Chevrolet,Corvette Stingray w/2LT,2020,1800.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,,Yes,76000.0,490.0,6.2,8.0
Lamborghini,Urus Pearl Capsule,2021,3771.0,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Grigio Nimbus,Bianco Polar,,,259991.0,,,
Maserati,Quattroporte S,2012,50000.0,Gasoline,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,26497.0,425.0,4.7,8.0
Subaru,Impreza 2.0i,2018,93000.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,Silver,Black,At least 1 accident or damage reported,Yes,16000.0,152.0,2.0,4.0
Mercedes-Benz,AMG GT C,2020,15000.0,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,129000.0,550.0,4.0,8.0
Mazda,Mazda6 i Touring,2016,119500.0,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Dual Clutch,Silver,Black,,Yes,15000.0,184.0,2.5,4.0
Porsche,Macan S,2016,50000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Red,,Yes,36000.0,340.0,3.0,6.0
Porsche,Panamera 4,2011,85000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,,,21500.0,300.0,3.6,6.0
Genesis,G70 3.3T Advanced,2019,48000.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,29999.0,365.0,3.3,6.0
Jeep,Wrangler Sport,2021,11756.0,Gasoline,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,Granite Crystal Metallic Clearcoat,Black,At least 1 accident or damage reported,,33400.0,,,
Audi,Q5 2.0T Premium Plus,2018,50400.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Beige,,Yes,28500.0,252.0,2.0,4.0
Bmw,335 i xDrive,2012,153600.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,,Yes,17500.0,300.0,3.0,6.0
Land,Rover Range Rover P530 SE,2023,1869.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Eiger Grey,Deep Garnet,,Yes,164725.0,,4.4,8.0
Dodge,Durango SRT 392,2022,31917.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,64683.0,475.0,6.4,8.0
Bmw,M3 Base,2016,56235.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Orange,Orange,,Yes,50500.0,425.0,3.0,6.0
Ford,Fiesta ST,2019,28724.0,Gasoline,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,At least 1 accident or damage reported,Yes,18300.0,197.0,1.6,4.0
Lincoln,MKS Base,2015,124400.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,9500.0,305.0,3.7,6.0
Chevrolet,Tahoe Premier,2020,137000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,46000.0,355.0,5.3,8.0
Ferrari,F430 Berlinetta,2005,38686.0,Gasoline,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Red,,Yes,99999.0,483.0,4.3,8.0
Ford,F-250 Platinum,2022,6600.0,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,72900.0,430.0,7.3,8.0
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,67200.0,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,11500.0,228.0,3.0,6.0
Porsche,Macan,2021,16554.0,Gasoline,2.0 Liter,Automatic,White,Beige,,,51698.0,,2.0,
Bmw,X5 PHEV xDrive45e,2023,15736.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Automatic,Blue,Brown,,Yes,67900.0,389.0,3.0,6.0
Mercedes-Benz,E-Class E500,2005,153460.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Gold,At least 1 accident or damage reported,Yes,5800.0,302.0,5.0,8.0
Acura,TL 3.7,2012,70000.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15051.0,305.0,3.7,6.0
Hyundai,Equus Signature,2011,143898.0,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,,Yes,9950.0,378.0,4.6,8.0
Mercedes-Benz,SL-Class SL500 Roadster,2003,26190.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,,Yes,22000.0,302.0,5.0,8.0
Toyota,Land Cruiser Base,2000,209193.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,,Yes,15900.0,230.0,4.7,8.0
Ram,2500 Big Horn,2018,27839.0,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,,Yes,41688.0,,6.4,8.0
Chevrolet,Silverado 2500 WT,2018,141195.0,E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,Automatic,Summit White,Dark Ash,,,28499.0,,6.0,8.0
Porsche,Macan S,2022,20250.0,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,,Yes,68500.0,375.0,2.9,6.0
Jeep,Grand Cherokee L Limited,2022,18333.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Velvet Red Pearlcoat,Global Black,,,41599.0,,3.6,6.0
Mercedes-Benz,E-Class E 350,2014,35000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,,Yes,29998.0,302.0,3.5,6.0
Dodge,Magnum Base,2006,133255.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,,Yes,4000.0,250.0,3.5,6.0
Porsche,Macan Turbo,2021,14526.0,Gasoline,2.9 Liter Turbo,Automatic,Black,–,,,79998.0,,2.9,
Mercedes-Benz,E-Class E 550,2014,43690.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,23500.0,402.0,4.7,8.0
Porsche,Macan S,2020,29136.0,Gasoline,3.0 Liter Turbo,Automatic,White,Red,,,58598.0,,3.0,
Cadillac,XT5 Luxury,2017,72060.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Stellar Black Metallic,Shara Beige,,,24590.0,,3.6,6.0
Toyota,Tundra Platinum,2023,8800.0,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,68500.0,389.0,3.4,6.0
Nissan,Versa 1.6 SL,2015,85768.0,Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,,White,Black,At least 1 accident or damage reported,Yes,8250.0,109.0,1.6,4.0
Mercedes-Benz,AMG GT 53 Base,2022,2235.0,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Dual Clutch,Gray,Red,,Yes,110000.0,429.0,3.0,6.0
Buick,Enclave Avenir,2019,121521.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Dark Slate Metallic,Ebony / Ebony Accents,,Yes,26772.0,,3.6,6.0
Porsche,911 GT3,2015,23700.0,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Dual Clutch,Black,Black,,Yes,144940.0,475.0,3.8,6.0
Bmw,328 i,2013,124000.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,,Yes,11900.0,230.0,3.0,6.0
Acura,ILX Premium Package,2018,32260.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,20999.0,201.0,2.4,4.0
Lexus,GX 460 Base,2015,92000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,28000.0,301.0,4.6,8.0
Toyota,Land Cruiser Base,2010,269885.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,22500.0,381.0,5.7,8.0
Chevrolet,Corvette Base,2008,51855.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Red,,Yes,35900.0,430.0,6.2,8.0
Mazda,Mazda6 i Touring,2015,124000.0,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,White,Beige,At least 1 accident or damage reported,Yes,12900.0,184.0,2.5,4.0
Jaguar,F-TYPE R,2015,26000.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Red,,Yes,52500.0,550.0,5.0,8.0
Audi,A3 2.0T Premium,2018,36500.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Silver,At least 1 accident or damage reported,Yes,25500.0,220.0,2.0,4.0
Chevrolet,Camaro 2SS,2022,1400.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,54900.0,455.0,6.2,8.0
Jeep,Wrangler Unlimited Sport S,2018,17000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,38500.0,285.0,3.6,6.0
Honda,Civic Sport,2021,42750.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic,Black,Black,,Yes,25698.0,,1.5,
